name,year,selling_price,seller_type,transmission,owner,km_driven,fuel,mileage,engine,max_power,seats
Maruti Swift Dzire Tour S CNG,2018,600000.0,Individual,Manual,First Owner,40000.0,Petrol,19.0,1197.0,85.8,5.0
Honda City 1.5 V AT,2010,800000.0,Individual,Automatic,First Owner,25000.0,Petrol,16.8,1497.0,118.0,5.0
Force One EX,2018,850000.0,Individual,Manual,Second Owner,120000.0,Diesel,17.0,2650.0,80.84,7.0
Mahindra XUV500 W6 2WD,2014,980000.0,Individual,Manual,Second Owner,120000.0,Diesel,15.1,2179.0,140.0,7.0
Ford Endeavour 2.5L 4X2,2011,850000.0,Individual,Manual,Second Owner,298000.0,Diesel,13.1,2499.0,141.0,7.0
Tata Sumo Gold GX BSIII,2012,340000.0,Individual,Manual,Third Owner,270000.0,Diesel,14.07,2956.0,68.4,7.0
Maruti Vitara Brezza ZDi AMT,2018,900000.0,Individual,Automatic,Second Owner,50000.0,Diesel,24.3,1248.0,88.5,5.0
Maruti Swift Dzire VDi,2010,310000.0,Individual,Manual,Second Owner,120000.0,Diesel,19.3,1248.0,73.9,5.0
Maruti Ertiga ZDI,2013,600000.0,Individual,Manual,Third Owner,60000.0,Diesel,20.77,1248.0,88.8,7.0
Maruti Swift Dzire ZDi,2008,270000.0,Individual,Manual,Second Owner,149000.0,Diesel,19.3,1248.0,73.9,5.0
Hyundai Santro Sportz BSIV,2019,509999.0,Individual,Manual,First Owner,5000.0,Petrol,20.3,1086.0,68.0,5.0
Tata Indica Vista TDI LX,2013,225000.0,Individual,Manual,Second Owner,70000.0,Diesel,19.4,1405.0,70.0,5.0
Hyundai i10 Magna,2015,280000.0,Individual,Manual,First Owner,55000.0,Petrol,20.36,1197.0,78.9,5.0
Tata Tiago 1.05 Revotorq XZ WO Alloy,2016,490000.0,Individual,Manual,First Owner,100000.0,Diesel,27.28,1047.0,69.0,5.0
Mahindra Bolero 2011-2019 Plus AC,2013,440000.0,Individual,Manual,First Owner,120000.0,Diesel,15.96,2523.0,62.1,9.0
Tata Safari Storme EX,2014,500000.0,Individual,Manual,First Owner,291977.0,Diesel,14.0,2179.0,138.1,7.0
Honda CR-V 2.4L 4WD,2005,476999.0,Individual,Manual,Third Owner,85000.0,Petrol,11.1,2354.0,158.8,5.0
Hyundai i20 Active 1.2 S,2015,590000.0,Individual,Manual,Third Owner,70000.0,Petrol,17.19,1197.0,81.86,5.0
Ford Endeavour 2.5L 4X2 MT,2010,500000.0,Individual,Manual,First Owner,120000.0,Diesel,13.1,2499.0,141.0,7.0
Ford EcoSport 1.5 TDCi Titanium BSIV,2015,600000.0,Individual,Manual,First Owner,40000.0,Diesel,22.77,1498.0,98.59,5.0
Mahindra Scorpio 1.99 S4,2016,750000.0,Individual,Manual,First Owner,70000.0,Diesel,15.4,1997.0,120.0,7.0
BMW 3 Series 320d GT Luxury Line,2017,2950000.0,Dealer,Automatic,First Owner,39000.0,Diesel,19.59,1995.0,187.74,5.0
BMW 5 Series 520d Luxury Line,2019,5200000.0,Dealer,Automatic,First Owner,10000.0,Diesel,18.12,1995.0,190.0,5.0
Volkswagen Polo 1.5 TDI Comfortline,2019,695000.0,Dealer,Manual,First Owner,36800.0,Diesel,20.14,1498.0,88.0,5.0
Maruti Swift Dzire VDI Optional,2018,690000.0,Dealer,Manual,First Owner,52200.0,Diesel,26.59,1248.0,74.0,5.0
Hyundai Grand i10 1.2 CRDi Magna,2016,409999.0,Dealer,Manual,First Owner,78000.0,Diesel,24.0,1186.0,73.97,5.0
Tata Harrier XZ Plus,2020,1650000.0,Dealer,Manual,First Owner,16000.0,Diesel,17.0,1956.0,167.67,5.0
Audi Q3 2.0 TDI Quattro Premium Plus,2016,2375000.0,Dealer,Automatic,First Owner,30000.0,Diesel,15.73,1968.0,174.33,5.0
Hyundai Grand i10 1.2 CRDi Sportz,2017,525000.0,Dealer,Manual,Second Owner,29000.0,Diesel,24.0,1186.0,73.97,5.0
Jeep Compass 2.0 Limited Plus 4X4,2019,2150000.0,Dealer,Manual,First Owner,25000.0,Diesel,16.3,1956.0,170.63,5.0
Mahindra XUV500 W8 2WD,2013,540000.0,Individual,Manual,Second Owner,60000.0,Diesel,15.1,2179.0,140.0,7.0
Toyota Fortuner 4x4 AT,2017,2750000.0,Dealer,Automatic,Second Owner,60000.0,Diesel,12.55,2982.0,168.5,7.0
Mahindra Scorpio 1.99 S10 4WD,2016,1000000.0,Dealer,Manual,Second Owner,112000.0,Diesel,15.4,1997.0,120.0,7.0
Audi A4 35 TDI Premium Plus,2018,2900000.0,Dealer,Automatic,First Owner,15000.0,Diesel,18.25,1968.0,187.74,5.0
Mahindra TUV 300 mHAWK100 T8,2017,725000.0,Dealer,Manual,First Owner,40000.0,Diesel,18.49,1493.0,100.0,7.0
Maruti Ciaz Alpha Diesel,2018,975000.0,Dealer,Manual,First Owner,36000.0,Diesel,28.09,1248.0,88.5,5.0
Maruti Wagon R VXI,2016,355000.0,Dealer,Manual,First Owner,60000.0,Petrol,21.79,998.0,67.05,5.0
Honda CR-V 2.4L 4WD MT,2008,400000.0,Individual,Manual,First Owner,120000.0,Petrol,11.1,2354.0,158.8,5.0
Maruti Alto 800 VXI BSIV,2015,265000.0,Dealer,Manual,First Owner,48000.0,Petrol,24.7,796.0,47.3,5.0
Volkswagen Polo 2015-2019 1.5 TDI Highline Plus,2018,650000.0,Dealer,Manual,First Owner,40000.0,Diesel,20.14,1498.0,88.0,5.0
Maruti Ciaz 1.3 Alpha,2017,720000.0,Individual,Manual,First Owner,60000.0,Diesel,28.09,1248.0,88.5,5.0
Hyundai Verna 1.6 VTVT S,2016,850000.0,Individual,Manual,First Owner,25000.0,Petrol,17.01,1591.0,121.3,5.0
Maruti Alto K10 VXI,2015,290000.0,Individual,Manual,First Owner,42000.0,Petrol,23.95,998.0,67.05,5.0
Mercedes-Benz E-Class E 250 Elegance,2010,1200000.0,Individual,Automatic,Second Owner,35000.0,Petrol,10.93,2497.0,204.0,5.0
Mahindra TUV 300 T8 AMT,2016,600000.0,Individual,Automatic,Second Owner,90000.0,Diesel,18.49,1493.0,100.0,7.0
Maruti Ritz VDi,2011,300000.0,Individual,Manual,Second Owner,90000.0,Diesel,21.1,1248.0,73.9,5.0
Renault Pulse RxL,2012,225000.0,Individual,Manual,Second Owner,110000.0,Diesel,23.08,1461.0,63.12,5.0
Maruti Swift Dzire VDi,2009,240000.0,Individual,Manual,Second Owner,70000.0,Diesel,19.3,1248.0,73.9,5.0
Hyundai Verna 1.6 SX,2014,700000.0,Individual,Manual,First Owner,80000.0,Diesel,22.32,1582.0,126.32,5.0
Maruti Swift VDI BSIV,2014,470000.0,Individual,Manual,Second Owner,70000.0,Diesel,25.2,1248.0,74.0,5.0
Hyundai i20 Active 1.4 SX Dual Tone,2016,800000.0,Individual,Manual,First Owner,80000.0,Diesel,21.19,1396.0,88.73,5.0
Renault Duster 110PS Diesel RxZ,2012,450000.0,Individual,Manual,First Owner,90000.0,Diesel,19.01,1461.0,108.45,5.0
Tata Indica V2 DLE BSII,2007,90000.0,Individual,Manual,Third Owner,90000.0,Diesel,17.2,1396.0,53.5,5.0
Toyota Corolla Altis Diesel D4DG,2010,450000.0,Individual,Manual,Second Owner,120000.0,Diesel,21.43,1364.0,87.2,5.0
Toyota Etios Liva GD,2012,400000.0,Individual,Manual,Second Owner,107500.0,Diesel,,,,
Toyota Innova Crysta 2.8 GX AT BSIV,2017,1465000.0,Dealer,Automatic,First Owner,62000.0,Diesel,11.36,2755.0,171.5,7.0
Hyundai Creta 1.6 CRDi SX Plus,2016,925000.0,Dealer,Manual,First Owner,79000.0,Diesel,19.67,1582.0,126.2,5.0
Toyota Innova Crysta 2.4 GX MT BSIV,2016,1385000.0,Dealer,Manual,Second Owner,60000.0,Diesel,13.68,2393.0,147.8,7.0
Toyota Fortuner 4x4 MT,2015,2000000.0,Individual,Manual,First Owner,20000.0,Diesel,12.55,2982.0,168.5,7.0
Tata Indigo LS,2004,80000.0,Individual,Manual,Second Owner,248200.0,Diesel,16.1,1405.0,70.0,5.0
Mahindra Scorpio SLX 2.6 Turbo 8 Str,2007,300000.0,Individual,Manual,Second Owner,110000.0,Diesel,10.5,2179.0,120.0,7.0
Maruti Swift Dzire VDi,2009,360000.0,Individual,Manual,First Owner,100000.0,Diesel,19.3,1248.0,73.9,5.0
Hyundai Verna Transform CRDi VGT SX ABS,2010,320000.0,Individual,Manual,Second Owner,70000.0,Diesel,16.2,1493.0,110.0,5.0
Ambassador Classic 2000 DSZ AC PS,1994,99000.0,Individual,Manual,Second Owner,100000.0,Diesel,12.8,1995.0,52.0,5.0
Maruti Ertiga SHVS ZDI,2016,780000.0,Individual,Manual,Second Owner,50000.0,Diesel,24.52,1248.0,88.5,7.0
Maruti Ertiga VDI,2013,620000.0,Individual,Manual,First Owner,139000.0,Diesel,20.77,1248.0,88.76,7.0
Skoda Octavia RS 1.8 Turbo Petrol MT,2006,100000.0,Individual,Manual,Third Owner,120000.0,Petrol,13.1,1781.0,149.5,5.0
Tata Indica Vista Safire GLX,2014,210000.0,Individual,Manual,Second Owner,35000.0,Petrol,16.7,1172.0,64.1,5.0
Renault Triber RXZ,2019,786000.0,Individual,Manual,First Owner,7720.0,Petrol,20.0,999.0,71.0,7.0
Mahindra XUV500 W8 AWD,2014,1000000.0,Individual,Manual,First Owner,50000.0,Diesel,15.1,2179.0,140.0,7.0
Maruti Zen D,2002,120000.0,Individual,Manual,Second Owner,60000.0,Diesel,20.8,1527.0,58.0,5.0
Mahindra Verito Vibe 1.5 dCi D6,2016,750000.0,Individual,Manual,First Owner,100000.0,Diesel,20.8,1461.0,64.1,5.0
Hyundai i20 Magna 1.2,2016,550000.0,Individual,Manual,First Owner,57882.0,Petrol,18.6,1197.0,81.83,5.0
Tata Safari Storme LX,2018,875000.0,Individual,Manual,First Owner,142000.0,Diesel,14.1,2179.0,147.94,5.0
Tata Safari Storme LX,2018,890000.0,Individual,Manual,Third Owner,140000.0,Diesel,14.1,2179.0,147.94,5.0
Mahindra Bolero 2011-2019 SLX,2015,550000.0,Individual,Manual,First Owner,30000.0,Diesel,15.96,2523.0,62.1,7.0
Datsun GO T Petrol,2018,400000.0,Individual,Manual,First Owner,10000.0,Petrol,19.83,1198.0,67.0,5.0
Maruti Celerio VXI,2015,290000.0,Individual,Manual,Second Owner,30000.0,Petrol,23.1,998.0,67.04,5.0
Tata Indigo CS LS (TDI) BS III,2012,150000.0,Individual,Manual,First Owner,90000.0,Diesel,19.09,1396.0,69.0,5.0
Maruti Eeco 7 Seater Standard BSIV,2015,300000.0,Individual,Manual,Second Owner,35000.0,Petrol,15.37,1196.0,73.0,7.0
Maruti Swift 1.3 VXi,2009,220000.0,Individual,Manual,First Owner,25000.0,Petrol,,,,
Hyundai Santro Magna BSIV,2019,500000.0,Individual,Manual,First Owner,5000.0,Petrol,20.3,1086.0,68.0,5.0
Tata Manza Club Class Quadrajet90 LS,2013,250000.0,Individual,Manual,First Owner,50000.0,Diesel,21.02,1248.0,88.8,5.0
Tata Indigo eCS LX BSIV,2013,220000.0,Individual,Manual,First Owner,80000.0,Diesel,23.03,1396.0,69.0,5.0
Toyota Innova 2.5 GX 7 STR,2009,650000.0,Individual,Manual,Fourth & Above Owner,242000.0,Diesel,12.8,2494.0,102.0,7.0
BMW 6 Series GT 630d Luxury Line,2018,5500000.0,Individual,Automatic,First Owner,22000.0,Diesel,17.09,2993.0,261.4,4.0
Maruti Swift Dzire AMT ZDI Plus,2017,875000.0,Dealer,Automatic,First Owner,30000.0,Diesel,28.4,1248.0,74.02,5.0
Hyundai i20 Asta Option 1.2,2019,785000.0,Dealer,Manual,First Owner,9000.0,Petrol,18.6,1197.0,81.83,5.0
Honda WR-V i-VTEC VX,2017,819999.0,Dealer,Manual,First Owner,30000.0,Petrol,17.5,1199.0,88.7,5.0
BMW 3 Series GT Luxury Line,2016,2950000.0,Dealer,Automatic,First Owner,60000.0,Diesel,21.76,1995.0,188.0,5.0
Toyota Innova Crysta 2.4 ZX MT,2016,1925000.0,Dealer,Manual,First Owner,27000.0,Diesel,13.68,2393.0,147.51,7.0
Honda WR-V i-DTEC VX,2017,885000.0,Dealer,Manual,First Owner,39000.0,Diesel,25.5,1498.0,98.6,5.0
Ford EcoSport 1.5 Ti VCT AT Titanium BE BSIV,2015,680000.0,Dealer,Automatic,First Owner,64000.0,Petrol,16.05,1499.0,110.4,5.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2017,960000.0,Dealer,Manual,First Owner,42000.0,Diesel,23.0,1498.0,98.96,5.0
Honda Brio 1.2 VX MT,2012,385000.0,Dealer,Manual,First Owner,45000.0,Petrol,18.5,1198.0,86.8,5.0
Tata Harrier XZ,2019,1650000.0,Dealer,Manual,First Owner,15000.0,Diesel,17.0,1956.0,167.67,5.0
Mahindra TUV 300 mHAWK100 T8,2018,890000.0,Dealer,Manual,First Owner,55000.0,Diesel,18.49,1493.0,100.0,7.0
Ford Endeavour 3.0L 4X4 AT,2015,1275000.0,Dealer,Automatic,First Owner,64000.0,Diesel,11.4,2953.0,153.86,7.0
BMW 6 Series GT 630d Luxury Line,2018,6000000.0,Dealer,Automatic,First Owner,27000.0,Diesel,17.09,2993.0,261.4,4.0
Maruti Ciaz Delta Automatic BSIV,2019,1025000.0,Dealer,Automatic,First Owner,15000.0,Petrol,20.28,1462.0,103.25,5.0
Volkswagen Polo GT TSI,2016,675000.0,Dealer,Automatic,First Owner,69000.0,Petrol,17.2,1197.0,103.6,5.0
Maruti Swift Dzire ZXI Plus BS IV,2017,700000.0,Dealer,Manual,First Owner,80000.0,Petrol,22.0,1197.0,81.8,5.0
Ford EcoSport 1.5 TDCi Titanium Plus BSIV,2016,780000.0,Dealer,Manual,First Owner,60000.0,Diesel,22.77,1498.0,98.59,5.0
Hyundai Verna 1.6 SX CRDi (O),2017,1050000.0,Dealer,Manual,First Owner,70000.0,Diesel,22.32,1582.0,126.32,5.0
Audi Q5 45 TDI quattro Technology,2015,2700000.0,Dealer,Automatic,Second Owner,105000.0,Diesel,13.22,2967.0,241.4,5.0
Tata Bolt Quadrajet XE,2016,400000.0,Individual,Manual,First Owner,100000.0,Diesel,22.95,1248.0,74.0,5.0
Mahindra Bolero 2011-2019 Plus Non AC,2011,400000.0,Individual,Manual,First Owner,100000.0,Diesel,15.96,2523.0,62.1,9.0
Maruti Alto LX BSIII,2009,85000.0,Individual,Manual,Second Owner,90000.0,Petrol,19.7,796.0,46.3,5.0
Tata Hexa XM,2018,1300000.0,Individual,Manual,First Owner,35000.0,Diesel,17.6,2179.0,153.86,7.0
Mahindra TUV 300 mHAWK100 T8,2018,819999.0,Individual,Manual,First Owner,11500.0,Diesel,18.49,1493.0,100.0,7.0
Mahindra TUV 300 T6 Plus AMT,2015,620000.0,Individual,Automatic,First Owner,40000.0,Diesel,18.49,1493.0,100.0,7.0
Renault KWID 1.0 RXL,2018,260000.0,Individual,Manual,First Owner,50000.0,Petrol,23.01,999.0,67.0,5.0
Hyundai Grand i10 Asta,2015,484999.0,Dealer,Manual,First Owner,55380.0,Petrol,18.9,1197.0,82.0,5.0
Jaguar XF Diesel,2015,2500000.0,Dealer,Automatic,First Owner,13500.0,Diesel,14.74,2993.0,270.9,5.0
Volkswagen Ameo 1.2 MPI Highline Plus 16,2017,650000.0,Dealer,Manual,First Owner,18816.0,Petrol,17.0,1198.0,73.75,5.0
Toyota Innova Crysta 2.4 ZX MT BSIV,2017,1748999.0,Dealer,Manual,First Owner,33019.0,Diesel,13.68,2393.0,147.8,7.0
Honda City V AT,2017,925000.0,Dealer,Automatic,First Owner,18000.0,Petrol,15.6,1497.0,116.3,5.0
Maruti Ciaz S 1.3,2017,810000.0,Dealer,Manual,First Owner,47747.0,Diesel,28.09,1248.0,88.5,5.0
Toyota Innova 2.5 G (Diesel) 8 Seater,2013,910000.0,Individual,Manual,Second Owner,70000.0,Diesel,12.99,2494.0,100.0,8.0
Tata Indica V2 DLX BSIII,2016,300000.0,Individual,Manual,Second Owner,60000.0,Diesel,17.88,1405.0,48.21,5.0
Maruti Zen LXi - BS III,2004,120000.0,Individual,Manual,Second Owner,80000.0,Petrol,17.3,993.0,60.0,5.0
Hyundai i20 Era 1.2,2015,490000.0,Individual,Manual,Second Owner,45900.0,Petrol,18.6,1197.0,81.83,5.0
Honda Amaze S i-Dtech,2013,425000.0,Individual,Manual,First Owner,70000.0,Diesel,25.8,1498.0,98.6,5.0
Maruti Alto LXi,2011,155000.0,Individual,Manual,First Owner,40000.0,Petrol,19.7,796.0,46.3,5.0
Mahindra Scorpio SLE BSIV,2013,490000.0,Individual,Manual,Second Owner,90000.0,Diesel,12.05,2179.0,120.0,8.0
Maruti Alto LXi BSIII,2010,132000.0,Individual,Manual,First Owner,105000.0,Petrol,19.7,796.0,46.3,5.0
Hyundai Elite i20 Diesel Sportz,2018,750000.0,Individual,Manual,First Owner,30000.0,Diesel,22.54,1396.0,88.76,5.0
Maruti Wagon R VXI BS IV with ABS,2011,225000.0,Individual,Manual,First Owner,20000.0,Petrol,18.9,998.0,67.1,5.0
Hyundai i10 Sportz,2011,240000.0,Individual,Manual,First Owner,80000.0,Petrol,20.36,1197.0,78.9,5.0
Maruti Wagon R VXI,2004,33351.0,Individual,Manual,Third Owner,90000.0,Petrol,18.9,998.0,67.1,5.0
Chevrolet Spark 1.0,2010,80000.0,Individual,Manual,Second Owner,80000.0,Petrol,18.0,995.0,62.0,5.0
Maruti 800 Std,2004,40000.0,Individual,Manual,First Owner,120000.0,Petrol,16.1,796.0,37.0,4.0
Honda BRV i-DTEC V MT,2019,1100000.0,Individual,Manual,Second Owner,50000.0,Diesel,21.9,1498.0,98.6,7.0
Hyundai Xcent 1.1 CRDi S,2016,380000.0,Individual,Manual,Second Owner,80000.0,Diesel,24.4,1120.0,71.0,5.0
Tata New Safari DICOR 2.2 EX 4x2,2011,300000.0,Individual,Manual,Second Owner,120000.0,Diesel,11.57,2179.0,138.1,7.0
Maruti Alto 800 LXI Anniversary Edition,2014,240000.0,Individual,Manual,First Owner,50000.0,Petrol,22.74,796.0,47.3,5.0
Maruti Swift VDI,2011,325000.0,Individual,Manual,First Owner,70000.0,Diesel,22.9,1248.0,74.0,5.0
Mahindra KUV 100 mFALCON D75 K6,2016,400000.0,Individual,Manual,First Owner,130000.0,Diesel,25.32,1198.0,77.0,6.0
Renault Lodgy Stepway 85PS RXZ 8S,2017,800000.0,Individual,Manual,First Owner,50000.0,Diesel,21.04,1461.0,83.8,8.0
Ford EcoSport 1.5 Diesel Titanium BSIV,2018,950000.0,Individual,Manual,First Owner,80000.0,Diesel,23.0,1498.0,98.96,5.0
Maruti Swift VDI,2013,300000.0,Individual,Manual,Fourth & Above Owner,120000.0,Diesel,22.9,1248.0,74.0,5.0
Mahindra KUV 100 mFALCON G80 K8 5str AW,2017,530000.0,Individual,Manual,First Owner,59000.0,Petrol,18.15,1198.0,82.0,5.0
Chevrolet Enjoy TCDi LTZ 7 Seater,2013,350000.0,Individual,Manual,Third Owner,100000.0,Diesel,18.2,1248.0,73.8,7.0
Hyundai Sonata 2.4L AT,2008,168000.0,Individual,Automatic,First Owner,50000.0,Petrol,11.0,2359.0,165.0,5.0
Renault KWID RXT,2016,240000.0,Individual,Manual,Second Owner,45000.0,Petrol,25.17,799.0,53.3,5.0
Maruti Swift Dzire VDi,2010,220000.0,Individual,Manual,Fourth & Above Owner,80000.0,Diesel,19.3,1248.0,73.9,5.0
Maruti Wagon R LXI Minor,2008,110000.0,Individual,Manual,Fourth & Above Owner,80000.0,Petrol,18.9,1061.0,67.0,5.0
Maruti Vitara Brezza ZDi Plus,2016,850000.0,Individual,Manual,First Owner,100000.0,Diesel,24.3,1248.0,88.5,5.0
Toyota Innova Crysta 2.4 VX MT 8S BSIV,2018,2064000.0,Individual,Manual,First Owner,24000.0,Diesel,13.68,2393.0,147.8,8.0
Maruti S-Cross 2017-2020 Delta DDiS 200 SH,2018,950000.0,Individual,Manual,First Owner,25000.0,Diesel,25.1,1248.0,88.5,5.0
Hyundai EON Magna Plus,2013,200000.0,Individual,Manual,Third Owner,68697.0,Petrol,21.1,814.0,55.2,5.0
Maruti Swift VDI Optional,2017,660000.0,Individual,Manual,First Owner,30000.0,Diesel,25.2,1248.0,74.0,5.0
Honda Amaze VX i-DTEC,2013,420000.0,Individual,Manual,Second Owner,40000.0,Diesel,25.8,1498.0,98.6,5.0
Tata Indica Vista Aura 1.2 Safire (ABS) 90hp BS IV,2010,150000.0,Individual,Manual,First Owner,29000.0,Petrol,16.5,1172.0,65.0,5.0
Chevrolet Beat Diesel LS,2013,175000.0,Individual,Manual,Second Owner,68000.0,Diesel,25.44,936.0,57.6,5.0
Honda Amaze S CVT i-VTEC,2018,750000.0,Individual,Automatic,First Owner,15000.0,Petrol,18.1,1199.0,88.7,5.0
Maruti Ritz VDi,2014,425000.0,Individual,Manual,First Owner,70000.0,Diesel,23.2,1248.0,73.94,5.0
Toyota Corolla Altis D-4D G,2015,790000.0,Individual,Manual,Third Owner,126000.0,Diesel,21.43,1364.0,87.2,5.0
Toyota Innova 2.5 V Diesel 7-seater,2011,830000.0,Individual,Manual,Third Owner,300000.0,Diesel,12.8,2494.0,102.0,7.0
Honda Mobilio RS i DTEC,2015,650000.0,Individual,Manual,Second Owner,94000.0,Diesel,24.5,1498.0,98.6,7.0
Toyota Corolla Altis D-4D J,2015,780000.0,Individual,Manual,Third Owner,129000.0,Diesel,21.43,1364.0,87.2,5.0
Hyundai i10 Magna 1.1L,2010,180000.0,Individual,Manual,Second Owner,55000.0,Petrol,19.81,1086.0,68.05,5.0
Ford EcoSport 1.5 Diesel Trend Plus BSIV,2019,869999.0,Individual,Manual,First Owner,40000.0,Diesel,23.0,1498.0,98.96,5.0
Tata Manza Aura (ABS) Quadrajet BS IV,2011,275000.0,Individual,Manual,First Owner,50000.0,Diesel,21.12,1248.0,88.8,5.0
Hyundai i20 1.2 Asta Option,2017,630000.0,Individual,Manual,Second Owner,25000.0,Petrol,18.6,1197.0,81.83,5.0
Toyota Corolla H2,2008,150000.0,Individual,Manual,Second Owner,60000.0,Petrol,13.4,1794.0,125.0,5.0
Maruti Alto 800 LXI,2016,315000.0,Individual,Manual,First Owner,25000.0,Petrol,22.74,796.0,47.3,5.0
Tata Indigo CR4,2011,189000.0,Individual,Manual,Second Owner,70000.0,Diesel,23.57,1396.0,70.0,5.0
Maruti Swift Dzire VDI,2014,580000.0,Individual,Manual,First Owner,120000.0,Diesel,23.4,1248.0,74.0,5.0
Fiat Punto 1.3 Emotion,2009,150000.0,Individual,Manual,Second Owner,153000.0,Diesel,,,,
Maruti Vitara Brezza VDi,2018,825000.0,Individual,Manual,First Owner,35000.0,Diesel,24.3,1248.0,88.5,5.0
Tata Safari Storme VX,2016,650000.0,Individual,Manual,Second Owner,60000.0,Diesel,14.1,2179.0,148.0,7.0
Honda City 1.3 EXI,2004,50000.0,Individual,Manual,Second Owner,62000.0,Petrol,13.0,1343.0,90.0,5.0
Skoda Fabia 1.2 MPI Ambition,2011,200000.0,Individual,Manual,Second Owner,120000.0,Petrol,16.25,1198.0,73.9,5.0
Tata Venture LX 7 Str,2013,135000.0,Individual,Manual,Third Owner,120000.0,Diesel,15.42,1405.0,70.0,7.0
Hyundai i20 2015-2017 Sportz 1.4 CRDi,2017,680000.0,Individual,Manual,First Owner,80000.0,Diesel,22.54,1396.0,88.73,5.0
Hyundai i20 1.4 Sportz,2017,670000.0,Individual,Manual,First Owner,80000.0,Diesel,22.54,1396.0,88.73,5.0
BMW 5 Series 525d,2010,1000000.0,Individual,Automatic,First Owner,60000.0,Diesel,16.73,1995.0,218.0,5.0
Maruti Alto K10 2010-2014 VXI,2010,240000.0,Individual,Manual,Second Owner,80000.0,Petrol,20.92,998.0,67.1,5.0
Force One SX ABS 7 Seating,2014,555000.0,Individual,Manual,Second Owner,147279.0,Diesel,17.0,2200.0,139.01,7.0
Skoda Rapid 1.6 TDI Ambition Plus,2013,455000.0,Individual,Manual,First Owner,98000.0,Diesel,20.5,1598.0,103.5,5.0
Maruti Swift Dzire VDI,2018,750000.0,Individual,Manual,First Owner,25000.0,Diesel,28.4,1248.0,74.02,5.0
Maruti Swift Dzire AMT ZDI,2016,700000.0,Individual,Automatic,First Owner,90000.0,Diesel,26.59,1248.0,74.0,5.0
Tata Nano XTA,2016,220000.0,Individual,Automatic,First Owner,22000.0,Petrol,21.9,624.0,37.48,4.0
Tata Indica V2 eLX,2014,160000.0,Individual,Manual,First Owner,120000.0,Diesel,25.0,1396.0,69.0,5.0
Chevrolet Sail Hatchback Diesel,2013,225000.0,Individual,Manual,Second Owner,100000.0,Diesel,22.1,1248.0,76.9,5.0
Tata Indigo CS LX (TDI) BS III,2008,140000.0,Individual,Manual,Second Owner,120000.0,Diesel,19.09,1396.0,69.0,5.0
Maruti Swift Dzire VDI,2014,600000.0,Individual,Manual,Second Owner,70000.0,Diesel,23.4,1248.0,74.0,5.0
Mahindra XUV500 W10 2WD,2015,1000000.0,Individual,Manual,First Owner,24700.0,Diesel,16.0,2179.0,140.0,7.0
Chevrolet Spark 1.0 LS,2008,65000.0,Individual,Manual,Third Owner,100000.0,Petrol,18.0,995.0,62.0,5.0
Maruti Ignis 1.2 Delta BSIV,2019,500000.0,Individual,Manual,First Owner,10000.0,Petrol,20.89,1197.0,81.8,5.0
Mahindra XUV500 W6 2WD,2017,1150000.0,Dealer,Manual,First Owner,43526.0,Diesel,16.0,2179.0,140.0,7.0
Skoda Fabia 1.2 MPI Ambition Plus,2012,320000.0,Dealer,Manual,First Owner,55885.0,Petrol,16.25,1198.0,75.0,5.0
Ford Ecosport 1.5 Diesel Titanium,2019,950000.0,Dealer,Manual,First Owner,16034.0,Diesel,21.7,1498.0,98.96,5.0
Ford Figo Diesel EXI,2012,250000.0,Dealer,Manual,First Owner,156040.0,Diesel,20.0,1399.0,68.0,5.0
Ford Endeavour 2.5L 4X2 MT,2004,400000.0,Dealer,Manual,First Owner,93415.0,Diesel,13.1,2499.0,141.0,7.0
BMW 5 Series 520d,2008,1100000.0,Individual,Automatic,Second Owner,122000.0,Diesel,18.48,1995.0,177.0,5.0
Maruti Baleno Delta 1.3,2017,600000.0,Individual,Manual,First Owner,20000.0,Diesel,27.39,1248.0,74.0,5.0
Maruti Swift VVT VXI,2017,509999.0,Individual,Manual,First Owner,46000.0,Petrol,22.0,1197.0,81.8,5.0
Skoda Rapid 1.6 MPI Active BSIV,2016,395000.0,Individual,Manual,Third Owner,50000.0,Petrol,15.41,1598.0,103.2,5.0
Maruti Wagon R VXI,2018,469000.0,Individual,Manual,First Owner,5000.0,Petrol,21.79,998.0,67.05,5.0
Maruti Alto 800 LX Optional,2017,250000.0,Individual,Manual,First Owner,42000.0,Petrol,24.7,796.0,47.3,5.0
Chevrolet Spark 1.0 LT,2011,130000.0,Dealer,Manual,First Owner,68519.0,Petrol,16.2,995.0,62.1,5.0
Ford EcoSport 1.5 Diesel Titanium Plus BSIV,2019,906000.0,Individual,Manual,First Owner,30000.0,Diesel,23.0,1498.0,98.96,5.0
Ford Figo Diesel ZXI,2011,160000.0,Individual,Manual,First Owner,85000.0,Diesel,20.0,1399.0,68.0,5.0
Maruti Swift Dzire VXi,2012,300000.0,Individual,Manual,First Owner,88000.0,Petrol,17.5,1298.0,85.8,5.0
Maruti 800 Uniq,2010,60000.0,Individual,Manual,Fourth & Above Owner,100000.0,Petrol,14.0,796.0,37.5,5.0
Maruti Swift Dzire VXI,2014,400000.0,Individual,Manual,Second Owner,100000.0,Petrol,19.1,1197.0,85.8,5.0
Tata Tiago XT,2018,450000.0,Dealer,Manual,First Owner,22966.0,Petrol,23.84,1199.0,84.48,5.0
